numero,publicacao,assunto,classificacao,permanente,situacao,validade,servidores,alteracao,link
CPV.0086,07/20/2022,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Informática Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,P,Alterada pela portaria 96/2022,até a formatura da primeira turma do novo currículo do curso a ser proposto.,Everton Pereira Barbosa; Alexandre Camargo Maia; André Valente de Barros Barreto; Beatriz Simonaio Birelli Falco; Camila Centurion SIlva; Edivaldo Serafim; Francisco Marcio Barbosa Teixeira; Gianna Andréia Ferreira Gobbi Spadote; Gustavo Bapstistella Leite da Silva; Karlan Ricomini Alves; Luciana Lima Batista; Maria Amélia Ferracciú Pagotto; Maria Elisa de Castro Almeida; Pedro William Simões de Oliveira; Wagner Machado do Amaral; Francine Maria Ribeiro,Revoga 76/2022,"https://drive.google.com/file/d/1kQa1ef39OI1rrkYOkdMrcFij5WXodQg4/view?usp=sharing"
CPV.0087,08/01/2022,"Trata da Aprovação e designação dos membros do Projeto Institucional ""Projeto Institucional de Preparação e Curadoria de Materiais da Pós Graduação em Ensino de Línguas"", para o segundo semestre letivo de 2022 do IFSP Câmpus Capivari.",P,T,extinta,31/12/2022,Fabiana Bigaton Tonin; Erica Maio Tavaiera Grande; Fernanda Tonelli; Tiago Pellim da Silva,Revoga 77/2022,"https://drive.google.com/file/d/18D79-BnxVzdkg2NpHKI_YB1K6wlUDo2s/view?usp=sharing"
CPV.0088,08/01/2022,"Trata da Aprovação e designação dos membros do Projeto Institucional ""Fábrica de Software"", para o segundo semestre letivo de 2022 do IFSP Câmpus Capivari.",p,T,extinta,31/12/2022,Carlos Roberto Paviotti ; Rafael Wendel Pinheiro,,"https://drive.google.com/file/d/1XE6nwSwuJODrcOzf8TeffzeGJ5YbkKgw/view?usp=sharing"
CPV.0089,08/01/2022,Trata da Cessão de servidores do IFSP - Câmpus Capivari para a unidade Embrapii do IFSP.,,T,vigente,sem mandato expresso,Fernanda Ortolan,,"https://drive.google.com/file/d/16buQkpktAuIP26PcjQeTxzgpSL_HT_G5/view?usp=sharing"
CPV.0090,08/03/2022,"Trata da Aprovação e designação dos membros do Projeto Institucional ""Desenvolvimento de software para gestão de patrimônio do IFSP Campus Capivari"", do IFSP Câmpus Capivari.",P,T,extinta,31/12/2022,Edivaldo Serafim; Rafael Wendel Pinheiro,Revoga 68/2022,"https://drive.google.com/file/d/154Ut9hz7wF12AbhM_g1z7RcTg9scYCTq/view?usp=sharing"
CPV.0091,08/09/2022,Trata da Instituição e designação dos membros do Colegiado do Curso de Pós- Graduação Lato sensu em Educação em Ciências e Matemática do IFSP - Câmpus  Capivari,C,P,ALTERADA PELA PORTARIA 85/2023,10/5/2024,Francisco Marcio Barbosa Teixeira; Carolina Marocco Corneta; Carlos Fernando Barboza da silva;Ana Karina Cancian Baroni; Gianna Andréia Ferreira Gobbi Spadote; Camila Centurion Silva; Sara Daniela Menez Goncalves Ramos;Edson Jarandia Nunes,Alterar 55/2022,"https://drive.google.com/file/d/1qvXHW05No_BJVkfYxM5vaROLrjDr7Ou4/view?usp=sharing"
CPV.0092,08/09/2022,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Banco de Dados 1(BD1A2) de Análise e Desenvolvimento de Sistemas do IFSP – Câmpus CPV,C,T,extinta,"Até a entrega do parecer à Coordenação do Curso.","Bruna Carolina Rodrigues da Cunha;Caio Hamamura;Gianna Andréia Ferreira Gobbi Spadote;Wagner Machado do Amaral",,"https://drive.google.com/file/d/1VnqdIB1zXGdWQRxH_wBuBmdhkyM1g2P4/view?usp=sharing"
CPV.0093,08/09/2022,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Alimentos do IFSP - Câmpus Capivari.,C,P,Alterada pela portaria 84/2023,até a formatura da primeira turma do curso.,Alexandre Santa Bárbara Azevedo ;Adria de Souza Bentes;Beatriz Simonaio Birelli Falco;Carolina Marocco Corneta;Fernanda Ortolan ;Gislaine Vieira Damiani;Gustavo Baptistella Leite da Silva ;Grazielle Cristine Elias; Hugo Antonio Lima de Souza ;Luís Eduardo Pais dos Santos ;Mateus Nordi Esperança ;Regiane de Brito Vieira ;Silvânia Regina Mendes Moreschi,Altera 52/2022,"https://drive.google.com/file/d/1l6Dq6IsGISBuXT4FL_qvHtPoQQIinNgu/view?usp=sharing"
CPV.0094,08/09/2022,Trata da Revogação das portarias de fiscalização do IFSP Câmpus Capivari,C,P,revogada,,,,"https://drive.google.com/file/d/1Rruspx2BOVK2aGobs70QEyVC9bMQtG7A/view?usp=sharing"
CPV.0095,08/09/2022,Trata da designação dos membros da Comissão Local de Permanência e Êxito dos Estudantes do IFSP - Câmpus Capivari.,C,P,vigente,sem mandato expresso,Carlos Roberto Paviotti ;Alexandre Camargo Maia; Alexandre Garcia Aguado;Ana Carla Dantas Midoes ;Bruna Carolina Rodrigues da Cunha; Everton Pereira Barbosa; Fernando César Russo Gomes;Grazielle Nayara Felício Silva; Gustavo Baptistella Leite da Silva ;Maria Elisa de Castro Almeida; Maria Heloisa Saraiva Vicente; Mateus Nordi Esperança;Pedro Henrique Alcântara da Silva ;Valdir Antonio Vitorino Filho,Revoga 171/2021,"https://drive.google.com/file/d/1y92QMpBVV8X7p7K3H94DuI9rYQlS-68Y/view?usp=sharing"
CPV.0096,08/11/2022,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Informática para internet Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,P,alterada pela portaria 115/2022,até a formatura da primeira turma do curso.,Everton Pereira Barbosa; Alexandre Camargo Maia; André Valente de Barros Barreto; Beatriz Simonaio Birelli Falco; Camila Centurion SIlva; Edivaldo Serafim; Francisco Marcio Barbosa Teixeira; Gianna Andréia Ferreira Gobbi Spadote; Karlan Ricomini Alves; Luciana Lima Batista; Maria Amélia Ferracciú Pagotto; Maria Elisa de Castro Almeida; Pedro William Simões de Oliveira; Wagner Machado do Amaral; Francine Maria Ribeiro,Altera 74/2022,"https://drive.google.com/file/d/141Iy1svBUJ6lthXqrTc0nv_L2fdxhRda/view?usp=sharing"
CPV.0097,08/11/2022,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Informática Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,P,alterada pela portaria 114/2022,7/17/2023,Everton Pereira Barbosa; Alexandre Camargo Maia; André Valente de Barros Barreto; Beatriz Simonaio Birelli Falco; Camila Centurion SIlva; Edivaldo Serafim; Francine Maria Ribeiro; Gianna Andréia Ferreira Gobbi Spadote;  Karlan Ricomini Alves; Luciana Lima Batista; Maria Amélia Ferracciú Pagotto; Maria Elisa de Castro Almeida; Pedro William Simões de Oliveira,Altera 74/2022,"https://drive.google.com/file/d/18dzlak6oJOtV1Cz-SC284cl_WvpObsGm/view?usp=sharing"
CPV.0098,08/18/2022,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico do Curso (CEIC) Técnico em Química integrado ao esnino médio do IFSP-Câmpus Capivari.,C,P,Alterada pela portaria 16/2023,7/17/2023,Maria Elisa de Castro Almeida; Aderbal Almeida Rocha; Alexandre Camargo Maia ;André Valente de Barros Barreto; Beatriz Simonaio Birelli Falco ; Carolina Marocco Corneta;Cleidson Santiago de Oliveira; Felipe de Paula Góis Vieira ;Flávio Henrique Ferraresi ;Gianna Andréia Ferreira Gobbi; Spadote; Lorena Faria Docente; Luís Eduardo Pais dos Santos; Roberto Bineli Muterle ;Sheila Pasqualotto,Altera 212/2021; 130/2020; 72/2020; 67/2020; 32/2020; 86/2019; 67/2019; 26/2019;  120/20178; 81/2018; 63/2018.,"https://drive.google.com/file/d/1IHJuNTVVV6jHEIUfCzIGS1xw16iIP2Hg/view?usp=sharing"
CPV.0099,08/18/2022,Trata da Instituição e Designação dos membros da Comissão de implantação do Sistema de Informação de Custos (SIC),C,P,vigente,,Eduardo Camargo Maia ;Gilberto Bulgraen Junior ;Luciana Martins Gatti ;Osmar Ruy Neto ;Valéria da Silva Martins Poletti ;Michele Pereira de Faria,,"https://drive.google.com/file/d/19oBx1-g88o6BvVGpdAaMeRAG-myI1zSh/view?usp=sharing"
CPV.0100,08/18/2022,"Trata da designação dos membros da Comissão de Inventário Físico Anual dos Bens Imóveis, Móveis,Intangíveis e do Almoxarifado 2022 IFSP CPV",c,T,extinta,31/12/2022,"Hugo Antonio Lima de Souza;Carolina Marocco Corneta;Daniel Ramos de Souza;Karlan Ricomini Alves;Marcelo Simplício de Lyra;Rafael Wendel Pinheiro;Tatiane de Paula Sudbrack;Waldo Luis de Lucca",,"https://drive.google.com/file/d/1s_LlYf4bGxyENuIiYeGzo39A7zocK-M7/view?usp=sharing"
CPV.0101,08/18/2022,Trata da designação dos membros da Comissão para Avaliação de Extraordinário Aproveitamento de Estudos (EXAPE) disciplina Organização de Laboratório Didático (OLTL8) de Licenciatura em Química do IFSP CPV,C,P,extinta,"Até  a entrega do parecer à Coordenação do Curso.","Roberto Bineli Muterle;André Luís Della Volpe;Gianna Andréia Ferreira Gobbi Spadote;Mayumi Silva Kawamoto",,"https://drive.google.com/file/d/1uInZHdz20hz4SonbxDzbWzxIYE368j0g/view?usp=sharing"
CPV.0102,08/18/2022,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Recursos Humanos concomitante/subsequente Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,P,vigente,até a formatura da primeira turma do curso.,Hugo Antonio Lima de Souza;Alexandre Camargo Maia; Ana Karina Cancian Baroni ;Beatriz Simonaio Birelli Falco;Fernando Cesar Russo Gomes ;Gustavo Baptistella Leite da Silva ;Helen Gláucia Stefanelli ;Ivonete Fernandes de Souza ;Juscelino Pereira de Souza;Valdir Antonio Vitorino Filho,Altera 175/2021,"https://drive.google.com/file/d/1lpPkjBkqV0IliPVGPOkwwUQ9O9TjbI_k/view?usp=sharing"
CPV.0103,08/29/2022,Trata da Designação dos membros do Conselho de Câmpus (CONCAM) Biênio 2021-2023,C,P,Alterada pela portaria 33/2023,10/12/2023,"Aline Dantas Araújo, Mateus Henrique Messias, Vanessa Fonseca, Zenilton Jose da Rocha, Ademir Geraldo Cavallari Costalonga, André Valente de Barros Barreto,Carolina Marocco Corneta, Luís Eduardo Pais dos Santos, Luana Bueno Fiorani, Heloísa Victoria Toledo Clavijo Camacho, Carlos Benjamim Pazzianotto, Evelin Rosa de Jesus, Daniela Loatti, Letícia de Goes Peressim Travaiolli, Vitor Rafael Gomes.",Altera 57/2022,"https://drive.google.com/file/d/1w07J01X52_FIfdzHwOUQiE9HKh0vZ2rw/view?usp=sharing"
CPV.0104,08/29/2022,Trata da designação dos membros da Comissão de Extensão do IFSP – Câmpus Capivari.,C,P,vigente,sem mandato expresso,"Gustavo Baptistela Leite da Silva ;.Alexandre Santa Bárbara Azevedo ;Fernanda Ortolan ;Glaucia Sousa Alves da Cruz ;Rafaela Cristina Zuin da Rocha ;Silvânia Regina Mendes Moreschi, Roberto Tadashi Kono.",Revoga 67/2022,"https://drive.google.com/file/d/1HZqc9ZGMjWi-nyXLofKb9JhMP5qnvO5w/view?usp=sharing"
CPV.0105,08/29/2022,Trata da instituição e designação de membros que comporão o Corpo editorial da Revista Ciência em Evidência,C,P,alterada pela portaria 14/2023,sem mandato expresso,"Erica Maio Taveira Grande,Adria de Sousa Bentes,Alexandre Garcia Aguado,Ana Karina Cancian Baroni,Bruna Carolina Rodrigues da Cunha,Carlos Fernando Barbosa da Silva,Fabiana Bigaton Tonin,Gislaine Vieira Damiani,Izabel Maria Barral Teixeira,Maria Amélia Ferracciú Pagotto,Mauro Vanderlei de Amorim,Richard de Oliveira Martins,Tiago Pellim,Valdir Antonio Vitorino Filho,Vitor Brandi Junior",Revoga 47/2022,"https://drive.google.com/file/d/1GbUExjzZNK-7w-M4ab2iQKG8gmB5VryB/view?usp=sharing"
CPV.0106,08/30/2022,Trata da Revogação da Portaria FAG do curso de Processos Gerenciais do IFSP CPV,R,T,revogada,,,Revoga  146/2021,"https://drive.google.com/file/d/1cdPk1UrEc39CUCkxjS7EGYPdx7F-ajoR/view?usp=sharing"
CPV.0107,08/30/2022,Trata da designação dos membros da Comissão Organizadora da IX Semana de Ciência e Tecnologia do IFSP –Câmpus Capivari,C,T,extinta,31/12/2022,"Alexandre Camargo Maia,Angelo Miguel Rodrigues Pereira,Bianca Groppo Ferrari,Carlos Roberto Barboza da Silva,Gustavo Baptistella Leite da Silva,Felipe de Paula Góis Vieira,Isa Carolina de Campos Ribeiro,Maria Eduarda Pereira da Silva,Marielly Thais da Silva Oliveira,Roberto Bineli Muterle,Sheila Pasqualotto,Vitor Brandi Junior,Valéria Cristina Firmino",Revoga 65/2022,"https://drive.google.com/file/d/1O61HgrwSNE-W_jvOmbrHuITirwhWxDDZ/view?usp=sharing"
CPV.0108,08/30/2022,Trata da Designação da Função de Apoio à Gestão FAG – Coordenador do Curso de Pós-Graduação Gestão Lato Sensu em Ciência e Matemática ,C,T,retificada pela portaria 109/2022,sem mandato expresso,Francisco Márcio Barbosa Teixeira,Revoga 225/2021,"https://drive.google.com/file/d/1xn4C8qgXbD8yCTcdEOMAzLCYiOV4uXn8/view?usp=sharing"
CPV.0109,08/30/2022,"Trata da Retificação da Portaria nº 108/2022 - DRG/CPV/IFSP, de 30 de agosto de 2022,",R,,retificação,,,Retifica 108/2022,""
CPV.0110,09/05/2022,Trata da designação dos membros para Comissão de sustentabilidade o IFSP Câmpus Capivari,C,P,ALterada pela portaria 13/2023,sem mandato expresso,"<Arlete Terezinha Esteves Brandi>, <Aderbal Almeida Rocha>,<Isabella Rafael Lima>,<Jaqueline Tatiane Pereira>,<Rafaela Cristina Zuin da Rocha>",Revoga 232/2021,"https://drive.google.com/file/d/1fiUWsp17FuOMBA3uEn2m-FpeUlN2-Y2k/view?usp=sharing"
CPV.0111,09/06/2022,Trata da designação dos membros da Comissão Permanente de Pessoal Docente –CPPD Local do IFSP -Câmpus Capivari,C,P,Alterada pela portaria 09/2023,9/7/2024,Mayumi Silva Kawamoto,,"https://drive.google.com/file/d/1QwuWsZWjML99-J0LxPLsmUnjNq1fT9L9/view?usp=sharing"
CPV.0112,09/06/2022,Trata da designação dos membros da Comissão para Elaboração e Acompanhamento do Projeto Político Pedagógico (PPP) do IFSP - Câmpus Capivari.,C,P,Alterada pela portaria 89/2023,sem mandato expresso,"<Carlos Roberto Paviotti>, <Beatriz Simonaio Birelli Falco>, <Carlos Fernando Barboza da Silva>, <Everton Pereira Barbosa>, <Gianna Andréia Ferreira Gobbi Spadote>, <Grazielle Nayara Felício Silva>, <Ivana Lopes de Oliveira>, <Maria Amélia Ferracciú Pagotto>, <Talita Barbosa Plantcoski bulgraen>",Altera 16/2021,"https://drive.google.com/file/d/1HelN-a3Xeu1-kCnG1XTBwAd_Re-bI6dI/view?usp=sharing"
CPV.0113,09/06/2023,Revogação de Portarias do IFSP Câmpus Capivari,R,,vigente,,,Revoga 42/2018; 49/2018; 117/2018; 134/2018; 135/2018; 57/2020; 59/2020; 230/2020; 201/2021,"https://drive.google.com/file/d/1HO13GLsq9BlFjCX8QsjsCcvWGgOiH55f/view?usp=sharing"
CPV.0114,09/14/2022,Trata da designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Informática Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,P,Alterada pela portaria 91/2023,7/17/2023,"Everton Pereira Barbosa, Alexandre Camargo Maia, André Valente de Barros Barreto, Beatriz Simonaio Birelli Falco, Edivaldo Serafim ,Fernanda Tonelli, Francine Maria Ribeiro, Francisco Marcio Barbosa Teixeira ,Gianna Andréia Ferreira Gobbi Spadote, Gustavo Bapstistella Leite da Silva ,Karlan Ricomini Alves,Maria Amélia Ferracciú Pagotto ,Maria Elisa de Castro Almeida,Pedro William Simões de Oliveira, Roberto Tadashi Kono, Wagner Machado do Amaral",Altera 97/2022; 86/2022;76/2022; 69/2022; 17/2022; 11/2022; 100/2021; 0058/2021;0206/2020; 0133/2020; 0076/2020;0066/2020; 0033/2020; 0131/2019; 0084/2019; 0027/2019; 0118/2018; 0043/2018; 0021/2017; 0005/2016.,"https://drive.google.com/file/d/1SYjEkNiccDUMy39ix7_2iSTs2dr8Orni/view?usp=sharing"
CPV.0115,09/14/2022,Trata designação dos membros da Comissão para Elaboração e Implementação do Projeto Pedagógico (CEIC) do Curso Técnico em Informática para internet Integrado ao Ensino Médio do IFSP - Câmpus Capivari.,C,P,Alterada pela portaria 24/2023,até a formatura da primeira turma do curso.,"Everton Pereira Barbosa, Alexandre Camargo Maia, André Valente de Barros Barreto, Beatriz Simonaio Birelli Falco, Edivaldo Serafim ,Fernanda Tonelli, Francine Maria Ribeiro, Francisco Marcio Barbosa Teixeira ,Gianna Andréia Ferreira Gobbi Spadote, Karlan Ricomini Alves,Maria Amélia Ferracciú Pagotto ,Maria Elisa de Castro Almeida,Pedro William Simões de Oliveira, Roberto Tadashi Kono",Altera 96/2022; 74/2022; 70/2022;  18/2022;  12/2022; 147/2021,"https://drive.google.com/file/d/1nDEe4_u5VnPxBkfrRJMyNJBJLmt8bSXD/view?usp=sharing"
CPV.0116,09/26/2022,Trata da designação dos membros da Equipe de apoio técnico da SRP de Física,C,T,revogada,31/12/2024,Cleidson Santiago de Oliveira; Tatiane de Paula Sudbrack,Revoga 230/2021,"https://drive.google.com/file/d/1GO7C7bK-pS-IW-cAbRlxgS9I17G2YBky/view?usp=sharing"
CPV.0117,09/26/2022,Trata da designação dos membros do Colegiado de Curso do curso superior de Tecnologia em Processos Gerenciais. IFSP - Câmpus Capivari,C,P,alterada pela portaria 132/2023,4/19/2024,Valdir Antonio Vitorino Filho; Ana Karina Cancian Baroni; Fernando Cesar Russo Gomes; Hugo Antonio Lima de Souza; Ione Arsenio da Silva;Bruna Carolina Rodrigues da Cunha; Ivonete Fernandes de Souza; Maria Heloisa Saraiva Vicente; Roberto Tadashi Kono; Sabrina Fleck Hisatomi; Paulo Daniel de Sousa,Altera 45/2022,"https://drive.google.com/file/d/1nw40h-41evTB2az1bgU4_EHR27ZDVHcG/view?usp=sharing"
CPV.0118,09/30/2022,Trata da designação dos fiscais do Contrato 09.712/2022 dispensa de licitação 19.712/2022 da empresa COOPERATIVA DOS PRODUTORES AGROPECUÁRIOS DE SÃO PEDRO - COOPAMSP do IFSP-Câmpus Capivari,F,T,vigente,"até o vencimento do contrato e de sua garantia, quando houver.",Pedro Henrique Alcântara da Silva; Arlete Teresinha Esteves Brandi,,"https://drive.google.com/file/d/1JVGmPL8Fsku8X6-17uhMgu2s1TmhWD5S/view?usp=sharing"
CPV.0119,09/30/2022,Trata da designação dos fiscais do Contrato 08.712/2022 - Dispensa de Licitação 18712/2022 da empresa ASSOCIAÇÃO DOS AGRICULTORES FAMILIARES DE CAPIVARI E REGIÃO do IFSP-Câmpus Capivari,F,T,vigente,"até o vencimento do contrato e de sua garantia, quando houver.",Pedro Henrique Alcântara da Silva; Arlete Teresinha Esteves Brandi,,"https://drive.google.com/file/d/1gSQmycKaU13bF5GBhVaM4ef7OBfTPPF1/view?usp=sharing"
CPV.0120,09/30/2022,Trata da designação dos fiscais do Contrato 07.712/2022 da empresa Moove Energia Solar Ltda do IFSP-Câmpus Capivari,F,T,vigente,"até o vencimento do contrato e de sua garantia, quando houver.","Antonio Carlos da Silva bomfim, Luciana Marins Gatti",,"https://drive.google.com/file/d/19ZRozENAtFj0MfeTCiOJb125V30hrAM_/view?usp=sharing"
CPV.0121,10/10/2022,Trata da retificação da Portaria 98/2022,R,,retificação,,Maria Elisa de Castro Almeida; Aderbal Almeida Rocha; Alexandre Camargo Maia; André Valente de Barros Barreto; Beatriz Simonaio Birelli Falco; Carolina Marocco Corneta; Cleidson Santiago de Oliveira; Felipe de Paula Góis Vieira; Flávio Henrique Ferraresi; Gianna Andréia Ferreira Gobbi Spadote; Lorena Faria; Luís Eduardo Pais dos Santos; Roberto Bineli Muterle; Sheila Pasqualotto.,Altera Port. 98/2022.,"https://drive.google.com/file/d/1zbxlabJLxWf3CCIo2EiAd5pEVbV3XDVE/view?usp=sharing"
CPV.0122,10/10/2022,Trata da revogação das Portarias 129/2021 e 130/2021,R,,revogada,,Tiago Pellim da Silva; Érica Maio Taveira Grande; Fabiana Bigaton Tonin; Fernanda Tonelli; Gianna Andréia Ferreira Gobbi Spadote; Isabel Cristina das Chagas Oliveira; Mauro Vanderlei de Amorim; Felipe de Paula Góis Vieira; Francisco Márcio Barbosa Teixeira; Gislaine Vieira Damiani; Thalita Arthur; Valéria Scomparim.,Revoga Port. 129/2021 e 130/2021.,"https://drive.google.com/file/d/19p4YKizJVA5wk4sTUyDCqnkdfH9CYvxQ/view?usp=sharing"
CPV.0123,10/31/2022,Trata da designação da Comissão para acompanhamento do processo 23430.002213.2022-25 do IFSP-Câmpus Capivari,C,T,Retificada pela portaria 124/2022,sem mandato expresso,"Luciana Marins gatti, Cesar Eduardo Armelin",,"https://drive.google.com/file/d/17RXZavXXkoOYrOFQfzszrRSOTOZKfVOc/view?usp=share_link"
CPV.0124,11/09/2022,"Trata da Retificação da Portaria nº 123/2022 - DRG/CPV/IFSP, de 31 de outubro de 2022,",R,,retificação,,,Retifica 123/2022,"https://drive.google.com/file/d/1wjktoLbjm8yNTy_W7rIh0TuefWqGT5Ij/view?usp=share_link"
CPV.0125,11/09/2022, Trata da designação dos membros do Colegiado do Curso Superior de Processos Quimicos do IFSP - Câmpus Capivari.,M,P,vigente,11/5/2024,Mateus Nordi Esperança; Alexandre Santa Barbara Azevedo;José Ricardo Turquetti;João Batista de Medeiros ; Marcelo Simplício de Lyra; Meire Ramalho de Oliveira ; Ademir Geraldo Cavallari Costalonga; Beatriz Simonaio Birelli Falco; Gianna Andréia Ferreira Gobbi Spadote; Angelo Miguel Rodrigues Pereira; Priscila Carriel Garcia; Camila Lohana Araujo,,"https://drive.google.com/file/d/1bsA1FsdqxkrwU4P8QYPkLqQ6NCldiVmU/view?usp=share_link"
